subject,sequences_ 1,sequences_ 2,sequences_ 3,sequences_ 4,sequences_ 5,sequences_ 6,sequences_ 7,sequences_ 8,sequences_ 9,sequences_10,sequences_11,sequences_12,sequences_13,sequences_14,sequences_15,sequences_16,responseLeft
8,23,40,48,24,27,64,50,42,46,55,62,40,45,74,25,50,0
8,44,52,50,63,80,59,32,71,60,38,52,40,19,60,68,46,1
8,80,79,73,41,54,63,71,51,41,41,47,76,75,46,46,60,1
8,59,64,81,55,58,42,85,55,25,42,65,43,55,47,65,73,1
8,69,26,58,36,53,55,64,70,66,52,84,49,92,61,63,51,1
8,62,47,39,38,24,56,21,49,50,50,77,52,36,59,62,28,0
8,60,50,56,50,64,73,74,95,31,53,52,54,70,50,80,49,1
8,35,54,70,79,52,78,63,49,47,55,48,80,49,32,34,61,0
8,64,81,60,78,87,48,51,54,22,51,62,62,60,73,53,50,1
8,52,87,59,51,86,48,62,50,34,54,48,30,58,51,52,77,1
8,47,81,57,75,61,65,39,73,53,83,40,47,59,50,40,44,1
8,47,60,84,51,62,48,44,76,21,51,58,40,61,44,59,66,1
8,60,40,58,38,65,36,22,40,64,72,67,42,45,40,74,35,0
8,73,42,37,43,49,43,67,32,27,60,60,34,29,42,27,22,1
8,27,45,37,52,20,70,46,46,28,64,44,47,59,59,75,42,0
8,26,39,25,66,47,51,25,43,59,49,35,73,54,26,52,56,0
8,42,64,52,45,79,54,40,34,55,65,66,91,46,71,52,54,0
8,57,42,24,53,54,71,63,45,30,26,41,28,62,29,42,65,1
8,64,74,79,72,60,41,74,37,57,26,60,41,51,61,80,46,1
8,33,42,71,48,72,61,46,46,54,41,23,33,52,62,22,56,0
8,27,30,40,53,21,62,47,20,42,26,66,66,59,40,48,43,0
8,78,36,59,71,67,50,47,72,60,59,64,42,64,37,26,49,1
8,65,48,40,33,51,32,32,20,20,59,59,39,57,72,45,55,0
8,79,52,76,54,85,47,51,53,50,48,46,33,37,59,67,77,0
8,60,42,36,77,58,77,60,58,44,29,83,48,52,40,48,43,1
8,45,26,38,60,55,20,23,53,55,42,43,82,54,50,26,48,0
8,34,71,46,50,51,80,58,47,58,64,83,57,61,94,50,52,0
8,55,47,50,15,53,30,53,54,65,42,74,67,37,53,30,60,0
8,20,31,41,28,28,51,54,60,62,68,33,47,57,36,62,32,0
8,63,33,66,27,47,37,42,26,33,69,53,77,43,52,35,58,0
8,44,79,61,58,42,31,52,61,96,65,49,57,52,51,63,72,0
8,43,47,62,35,41,67,76,68,34,52,45,33,21,45,62,60,1
8,61,65,54,75,48,51,92,56,77,62,53,37,32,54,56,47,1
8,65,24,38,60,33,41,45,57,51,76,67,78,48,38,48,48,1
8,57,70,45,39,84,48,66,61,31,63,43,50,46,49,28,71,0
8,66,56,25,56,30,36,45,49,17,32,26,45,63,22,38,41,1
8,48,30,71,36,48,34,63,50,50,48,95,53,54,50,59,61,0
8,29,45,54,66,44,38,36,17,63,48,43,75,47,26,55,51,0
8,65,61,40,48,45,61,19,44,58,33,77,63,47,77,45,59,0
8,39,60,62,64,64,44,67,29,63,83,81,73,60,52,66,37,0
8,61,41,33,46,62,52,52,80,58,57,22,63,42,35,26,45,1
8,49,42,53,86,43,61,57,39,47,62,81,84,73,55,51,50,0
8,48,63,62,41,84,71,48,68,53,28,58,68,36,51,72,42,0
8,40,35,55,28,60,20,19,34,43,63,32,29,67,60,52,33,0
8,65,29,34,48,62,59,67,36,63,52,25,51,32,28,46,17,1
8,23,42,65,27,60,39,43,56,33,28,39,24,19,67,38,38,1
8,42,43,60,30,65,71,67,48,20,70,26,46,44,45,57,43,1
8,77,39,50,30,50,44,32,47,56,17,20,52,49,34,24,48,1
8,32,52,34,25,30,15,43,61,49,46,46,39,53,15,46,71,0
8,52,44,45,62,75,61,28,36,65,45,59,72,57,36,87,56,0
8,38,29,64,56,45,30,21,42,50,49,43,37,58,84,50,39,0
8,27,26,59,40,43,24,33,63,20,40,62,55,62,55,41,50,1
8,27,23,66,19,39,44,31,39,65,38,31,41,24,48,48,63,0
8,23,20,63,58,44,30,36,38,21,47,47,39,75,45,55,57,0
8,48,61,28,60,24,35,23,43,58,27,63,62,28,47,51,67,0
8,81,72,59,35,44,43,46,49,60,79,77,68,46,53,38,77,0
8,43,57,61,23,51,74,54,41,16,24,52,58,55,45,39,31,1
8,52,66,44,48,73,64,63,25,46,70,27,53,35,50,55,24,1
8,54,63,74,60,25,40,51,65,58,61,60,36,64,73,71,91,0
8,32,52,43,25,51,66,24,50,40,54,41,43,52,74,40,77,0
8,73,40,52,35,26,55,65,43,78,32,58,56,40,61,71,63,0
8,44,61,61,22,39,46,51,26,52,65,32,65,37,68,42,61,0
8,39,31,65,49,49,42,21,26,76,61,38,55,27,61,49,44,0
8,26,41,28,67,48,38,57,35,65,81,59,38,42,46,38,56,0
8,59,47,48,25,43,55,75,52,33,39,29,29,34,61,67,32,1
8,34,51,40,77,58,34,40,33,87,59,51,43,41,55,41,56,0
8,91,66,59,44,67,55,63,78,37,82,45,58,40,58,68,53,1
8,50,17,34,18,51,44,53,53,28,76,56,39,40,46,59,58,0
8,26,20,31,51,67,43,28,46,58,49,35,34,39,37,66,70,0
8,27,42,48,34,53,22,70,50,51,49,53,49,45,87,63,36,0
8,57,42,40,83,69,69,67,63,61,34,50,56,79,37,36,61,1
8,62,42,45,25,52,24,21,51,32,55,67,52,39,60,40,71,0
8,68,42,42,26,47,39,55,23,61,52,61,48,26,41,74,54,0
8,41,80,56,38,62,54,55,38,63,68,67,64,48,52,97,49,0
8,48,26,43,51,63,77,44,55,28,35,39,42,49,63,52,17,1
8,34,18,23,37,66,50,29,27,50,50,59,54,27,27,25,65,0
8,73,49,78,44,36,37,50,53,54,42,49,68,27,33,43,21,1
8,66,35,66,67,50,36,30,55,67,57,88,41,48,77,57,53,0
8,32,44,45,67,57,71,40,38,38,80,73,50,76,63,45,48,0
8,41,43,61,43,62,16,59,47,45,52,34,61,24,27,30,21,1
8,81,40,58,41,37,58,67,44,59,62,21,39,45,62,26,40,1
8,47,22,42,48,73,35,57,33,44,62,58,39,46,45,70,81,0
8,33,37,72,59,57,74,55,59,62,68,74,65,88,61,37,60,0
8,23,57,37,29,54,27,55,55,45,62,22,49,68,66,60,51,0
8,50,65,38,74,42,52,31,47,56,50,37,81,66,69,45,64,0
8,78,48,39,44,37,58,38,64,42,51,34,40,41,21,65,22,1
8,67,43,47,50,63,63,76,89,50,82,48,31,51,45,67,49,1
8,45,76,56,44,40,45,49,27,76,69,28,53,64,63,67,48,0
8,34,58,54,68,27,65,51,63,60,25,42,41,33,47,27,65,1
8,75,66,53,81,45,60,49,80,62,38,64,57,57,20,55,65,1
8,35,67,66,62,57,27,66,52,56,20,41,59,33,57,52,34,1
8,39,20,59,38,32,58,35,19,59,52,25,72,40,41,51,30,0
8,65,54,77,39,50,73,72,44,30,26,66,47,63,46,54,64,1
8,79,43,77,43,45,49,42,51,49,78,44,58,85,72,68,65,0
8,51,46,59,81,58,60,56,31,63,34,49,51,44,71,36,27,1
8,31,61,36,53,59,23,43,26,78,44,60,32,47,45,72,46,0
8,50,53,80,73,74,46,44,43,48,69,58,50,24,51,29,58,0
8,38,31,17,16,42,58,48,28,58,47,37,52,39,65,18,45,0
8,42,80,64,47,76,71,50,52,44,45,67,63,71,26,41,49,1
8,59,36,56,40,58,47,63,22,46,43,42,66,71,46,79,55,0
8,59,69,60,72,34,36,47,41,61,79,67,57,68,55,38,86,0
8,57,28,48,50,56,65,74,39,48,40,58,46,25,15,54,53,1
8,64,66,66,43,50,38,35,72,44,55,63,31,19,50,30,60,1
8,23,34,50,74,46,42,31,44,66,38,36,39,50,67,78,58,0
8,75,45,69,48,48,49,62,26,47,17,54,36,37,54,33,60,0
8,54,63,32,55,44,56,73,78,53,65,29,47,27,69,41,44,0
8,38,65,70,49,26,37,34,51,39,60,65,72,56,64,30,68,0
8,20,58,29,46,59,58,46,50,28,42,27,34,67,31,31,20,1
8,39,57,47,20,47,49,74,44,38,41,54,44,59,57,71,84,0
8,55,79,69,68,50,40,74,79,31,54,55,45,70,52,55,82,1
8,54,81,54,36,49,48,34,64,61,17,47,38,56,37,56,28,1
8,53,53,42,48,68,49,34,20,65,66,38,61,50,33,67,70,0
8,39,36,36,59,31,67,24,37,71,66,51,28,57,37,56,34,1
8,62,45,52,66,78,50,29,40,38,63,68,83,70,43,53,70,0
8,75,63,50,52,58,32,61,36,65,40,48,16,43,59,46,27,1
8,53,39,57,27,63,74,60,53,56,58,81,63,88,59,44,56,0
8,42,32,72,28,52,60,55,49,71,42,42,49,86,62,60,58,0
8,80,48,66,48,42,52,54,33,55,42,47,40,47,27,19,65,0
8,71,63,71,30,38,50,53,63,51,22,61,51,60,38,23,40,1
8,32,42,75,52,56,38,54,29,44,45,88,45,50,70,53,68,0
8,39,41,43,49,17,30,63,20,43,40,66,76,33,51,45,37,0
8,39,58,71,63,33,35,33,59,41,81,61,79,55,46,43,51,0
8,56,73,38,56,50,29,64,42,58,66,35,41,38,35,51,19,1
8,27,40,47,45,56,61,22,67,74,54,80,49,65,43,46,35,0
8,60,39,48,41,66,54,60,83,62,22,66,35,61,38,42,56,1
8,41,63,34,34,40,21,37,16,55,32,63,63,49,19,39,49,0
9,58,72,50,52,50,44,67,87,61,31,48,67,27,63,61,44,1
9,36,48,61,45,63,48,58,20,66,63,70,67,35,36,65,55,0
9,49,64,57,27,41,73,73,54,51,39,17,31,55,44,63,56,1
9,25,36,43,50,64,21,56,40,53,47,66,64,44,73,41,26,0
9,50,32,58,47,23,63,68,59,55,61,37,64,76,80,70,47,0
9,33,53,21,53,63,64,55,35,67,51,44,72,43,78,38,72,0
9,57,73,50,81,55,64,44,37,17,37,64,51,38,58,58,48,1
9,38,36,26,44,37,30,18,66,50,34,30,60,73,49,37,39,0
9,25,42,66,47,31,59,47,60,62,44,90,48,57,52,44,57,0
9,51,29,53,17,27,27,44,58,57,54,26,73,26,52,46,46,1
9,49,35,47,67,68,27,49,41,45,68,68,80,62,56,43,40,0
9,62,30,42,48,37,33,73,55,42,49,33,62,72,71,56,66,0
9,48,59,47,47,43,28,67,75,69,71,62,46,52,69,39,83,0
9,31,40,71,66,55,42,39,34,17,30,66,34,34,44,32,49,1
9,34,54,63,57,80,41,60,44,44,37,26,47,53,26,63,65,1
9,48,29,48,60,35,58,73,62,52,58,39,46,16,21,53,49,1
9,67,48,69,51,36,35,54,30,17,63,42,42,46,38,42,22,1
9,15,48,37,57,60,48,50,57,58,81,65,42,45,65,59,39,0
9,32,54,24,58,34,40,15,34,51,43,43,27,28,63,49,73,0
9,58,44,19,54,68,34,32,50,44,38,74,39,66,73,51,63,0
9,38,70,49,38,45,69,76,55,88,61,54,42,65,57,78,83,0
9,43,51,64,64,35,49,49,85,48,23,57,26,43,57,62,43,1
9,59,56,48,63,55,64,41,21,71,64,45,70,72,37,46,75,0
9,54,23,59,51,48,34,33,20,58,65,45,74,37,58,32,38,0
9,44,29,68,52,51,72,39,37,35,41,20,22,33,36,62,52,0
9,81,47,32,47,46,61,38,55,59,55,37,90,72,60,59,51,0
9,82,35,82,65,62,65,70,53,52,73,29,59,56,57,69,32,1
9,47,76,46,37,72,47,43,37,31,43,51,59,21,30,60,35,0
9,59,29,50,57,38,74,62,59,53,79,90,50,56,45,69,74,0
9,37,60,81,54,49,68,41,42,75,35,59,67,77,55,80,55,0
9,36,46,28,64,60,48,60,28,32,49,37,25,26,36,68,20,1
9,67,37,43,60,21,62,53,43,20,32,53,24,58,55,39,38,1
9,41,32,36,28,43,68,61,57,49,58,69,74,46,39,67,31,0
9,41,77,59,61,80,62,48,38,62,22,43,42,47,69,51,56,1
9,65,53,37,66,62,72,33,50,43,67,75,65,88,71,57,51,0
9,58,34,47,40,48,75,60,70,53,71,89,51,55,87,58,52,1
9,76,53,55,60,45,73,90,64,71,65,66,56,60,39,36,36,1
9,48,35,67,60,65,34,40,69,30,61,35,71,42,30,43,36,1
9,77,69,36,52,76,86,64,59,64,61,61,53,64,27,39,67,0
9,58,77,39,80,77,51,74,61,46,42,71,38,80,56,58,40,1
9,46,62,48,44,46,54,82,28,70,52,63,42,68,42,71,83,0
9,66,66,75,56,45,74,30,51,68,67,38,57,26,44,54,38,0
9,72,61,74,33,37,46,56,53,31,60,40,65,48,49,21,41,1
9,34,54,53,60,60,32,44,75,48,66,72,58,35,62,86,68,0
9,40,77,40,28,34,51,57,40,38,49,62,58,40,74,39,78,0
9,38,54,35,54,37,77,69,64,37,48,25,61,56,21,46,56,1
9,71,65,73,58,50,56,24,67,49,35,34,79,34,61,55,51,1
9,48,49,32,65,58,39,54,76,65,68,41,58,61,88,45,72,0
9,48,38,18,60,35,51,62,56,56,31,64,56,77,58,34,59,0
9,53,36,29,62,33,64,40,69,43,28,47,23,24,51,36,66,1
9,52,52,26,65,57,69,68,46,27,19,37,59,59,59,54,47,1
9,62,51,61,46,72,71,33,32,32,72,42,34,46,52,52,22,1
9,31,32,56,41,15,52,29,18,51,65,59,50,17,40,52,31,0
9,86,51,47,61,64,60,38,51,60,41,65,48,17,63,49,40,0
9,77,50,59,32,62,58,75,45,27,38,48,36,47,57,45,77,1
9,71,48,39,71,36,42,39,59,70,50,79,46,50,84,61,52,0
9,71,41,64,37,83,55,60,54,70,33,49,58,48,39,22,58,1
9,57,51,43,76,22,48,54,49,51,41,55,74,44,51,83,71,0
9,26,31,67,19,46,32,33,50,71,40,28,40,31,50,60,55,0
9,25,69,58,59,39,28,49,39,26,57,65,44,77,63,55,56,0
9,46,82,60,78,45,56,64,86,42,63,47,53,29,61,77,61,1
9,45,25,61,68,57,35,36,32,32,19,48,58,28,42,18,41,1
9,46,30,40,39,73,34,48,30,66,47,55,75,32,56,53,33,1
9,31,68,59,72,59,55,30,53,60,80,64,59,54,73,42,87,0
9,38,30,75,62,57,36,52,63,49,65,49,39,73,84,62,73,0
9,35,22,39,27,24,33,63,54,54,27,62,41,67,52,26,48,0
9,56,63,56,74,43,52,28,38,43,40,24,62,45,24,24,59,1
9,71,41,55,33,73,60,44,44,85,47,72,68,56,71,47,50,0
9,64,53,38,46,51,43,29,18,50,36,46,69,67,42,46,75,0
9,34,49,65,52,72,62,33,42,85,75,48,55,53,39,61,64,0
9,58,45,52,39,23,33,66,36,61,63,57,26,61,36,70,65,0
9,64,60,48,54,42,16,41,56,59,18,40,16,48,39,33,44,1
9,44,44,61,83,49,69,71,43,52,51,66,23,61,34,51,54,0
9,48,53,54,32,61,70,25,53,56,15,34,33,33,58,34,56,1
9,80,49,53,70,37,41,48,44,35,31,19,60,58,53,50,30,1
9,52,32,43,52,72,80,62,50,50,77,68,94,66,57,59,46,0
9,69,58,51,57,47,76,28,57,38,89,61,69,55,69,73,65,0
9,21,30,37,28,25,48,66,51,28,74,52,49,43,28,61,52,0
9,54,23,43,38,39,51,71,41,20,40,37,46,60,20,43,19,1
9,54,78,47,29,59,44,65,52,37,56,22,59,46,27,60,29,1
9,72,32,39,47,63,33,64,54,86,54,74,48,58,71,47,44,1
9,67,67,41,56,68,54,80,91,43,47,61,67,62,65,73,28,1
9,74,46,58,38,65,78,61,44,66,51,27,56,25,57,56,42,1
9,59,41,53,59,65,72,95,60,37,66,41,81,52,61,37,58,1
9,59,57,53,59,35,75,66,30,27,40,34,28,50,63,58,60,1
9,42,15,55,34,47,65,50,49,82,40,57,50,68,55,45,44,0
9,17,60,29,53,33,48,51,57,59,67,44,67,37,47,72,34,0
9,55,26,51,28,15,51,48,47,59,58,62,70,27,39,47,42,0
9,22,54,26,51,42,46,36,64,68,34,58,46,49,78,41,52,0
9,60,68,51,79,66,44,58,31,28,28,39,51,48,70,50,57,1
9,60,37,64,64,73,35,55,34,70,80,63,85,55,41,59,58,0
9,36,45,65,44,79,45,60,61,49,67,29,20,46,53,39,46,1
9,65,75,52,53,50,37,75,42,52,32,53,36,64,70,35,32,1
9,35,62,33,31,45,48,72,41,54,61,27,59,56,70,46,80,0
9,20,42,43,65,48,28,32,52,23,40,59,59,55,59,67,48,0
9,28,17,53,45,40,63,39,42,44,42,56,75,38,54,69,30,0
9,59,18,40,66,41,36,56,39,55,50,71,37,72,33,70,44,0
9,53,47,87,43,52,64,69,58,48,33,73,54,67,41,44,35,1
9,41,52,48,60,30,71,72,73,60,49,49,58,95,76,73,57,0
9,62,76,52,74,32,51,40,49,69,39,80,52,65,88,59,75,0
9,59,24,34,46,67,53,35,43,51,45,47,62,42,72,47,82,0
9,60,35,85,57,65,78,59,53,72,50,45,62,37,34,43,68,1
9,58,78,57,81,85,51,46,52,55,34,86,44,41,49,56,53,1
9,30,44,62,60,47,74,30,46,61,33,35,53,52,40,21,20,1
9,24,45,23,29,49,65,44,34,38,66,55,26,61,39,42,60,1
9,52,36,63,58,51,78,31,59,25,39,43,29,54,53,72,33,0
9,50,48,50,42,63,15,56,50,64,67,29,46,46,72,63,59,0
9,61,41,57,44,72,42,83,59,63,22,38,40,73,47,48,38,1
9,61,51,33,55,68,72,61,82,49,55,77,38,32,41,51,63,1
9,27,65,25,41,44,45,53,68,54,43,36,72,78,63,60,42,0
9,64,62,69,34,37,36,32,44,28,33,33,23,69,29,37,37,1
9,35,38,41,71,61,61,66,39,60,77,47,50,57,88,64,48,0
9,31,19,55,57,61,46,61,47,17,43,28,52,33,45,18,59,0
9,49,39,67,20,51,64,57,60,54,20,57,24,34,38,31,54,1
9,68,71,65,41,35,50,65,41,45,27,38,67,61,48,26,54,0
9,52,36,41,53,59,19,62,58,29,46,36,32,41,31,69,18,1
9,74,47,76,54,86,48,63,52,63,61,54,51,67,51,44,19,1
9,37,41,20,49,48,56,66,31,57,74,32,74,40,57,39,54,0
9,58,27,51,57,64,53,48,20,71,71,69,30,43,67,45,65,0
9,23,51,59,31,56,24,45,56,68,44,44,72,27,43,65,64,0
9,67,28,35,35,55,49,44,71,18,30,49,60,34,21,51,43,1
9,43,55,42,39,35,61,83,45,22,64,32,53,22,31,49,48,1
9,64,43,39,85,37,51,56,56,43,59,63,46,40,36,35,15,1
9,51,35,34,73,69,68,61,45,73,34,42,30,61,40,40,37,1
9,59,43,57,30,59,76,68,45,35,74,85,67,56,64,67,67,0
9,43,45,69,41,33,16,54,51,30,34,29,34,27,17,44,67,1
9,59,29,19,55,43,50,49,30,34,38,57,61,53,71,64,34,0
9,62,34,55,74,48,69,34,49,68,79,62,56,77,78,46,44,0
9,40,60,23,60,23,35,25,37,59,57,56,26,53,46,60,25,0
9,55,23,56,47,74,42,54,35,58,18,60,28,40,45,20,38,1
9,31,59,61,22,42,44,18,47,61,39,47,70,28,63,30,59,0
9,47,24,56,35,69,48,65,34,38,68,74,57,41,49,75,62,0
9,38,27,53,38,71,35,54,36,60,67,65,66,68,44,30,44,0
9,85,46,57,67,83,42,62,64,39,82,53,58,46,48,65,39,1
9,63,57,46,24,33,64,40,66,21,29,50,59,42,58,29,38,1
9,40,45,75,40,28,22,41,47,75,60,55,48,59,50,61,20,0
9,74,33,73,49,64,63,71,69,35,41,35,62,62,62,45,74,0
9,69,71,53,30,47,38,60,67,60,70,79,46,55,56,73,88,0
9,47,15,31,46,43,15,44,55,50,60,27,36,54,44,34,71,0
9,62,42,20,68,51,49,49,35,51,32,51,52,19,51,26,16,1
9,40,59,62,38,52,82,59,64,35,65,65,46,43,28,33,55,1
9,77,70,26,61,49,48,62,52,50,52,35,22,53,30,53,68,1
9,71,57,30,77,66,63,51,47,29,52,44,81,42,55,48,39,1
9,63,22,56,65,50,71,50,54,72,87,67,55,55,46,56,82,0
9,43,44,67,15,37,34,35,27,60,39,30,41,72,60,37,45,0
9,74,41,56,30,43,51,29,37,34,39,44,59,58,66,74,71,0
9,59,46,67,74,56,42,42,32,34,54,27,63,38,29,60,36,0
9,32,47,61,49,57,53,85,59,45,48,72,58,41,25,49,37,1
9,46,64,19,53,53,35,37,27,67,61,43,62,35,31,62,40,0
9,65,73,63,53,41,49,23,57,49,36,76,65,76,74,62,68,0
9,49,61,50,51,46,80,85,73,45,33,41,42,71,49,67,65,1
9,73,50,25,49,31,38,31,50,41,74,60,32,53,35,71,57,0
9,60,66,34,29,56,49,59,32,41,68,51,71,38,63,64,77,0
9,57,47,30,28,66,41,21,50,37,78,58,64,43,51,35,54,0
9,36,62,36,41,45,50,81,58,51,53,44,76,62,87,62,48,0
9,51,45,66,38,71,86,55,62,48,48,67,25,51,64,61,37,1
9,65,44,51,46,88,62,69,55,33,72,74,34,50,47,42,46,1
9,76,64,58,88,38,59,52,58,63,37,68,25,48,57,53,61,0
9,50,58,70,67,90,45,64,75,65,66,33,47,72,42,54,69,1
9,79,36,61,45,52,65,74,64,25,41,52,67,65,56,59,43,1
9,30,56,53,35,49,36,74,48,34,80,62,58,53,78,52,46,0
9,26,59,29,24,53,59,37,42,44,64,62,56,43,63,23,45,0
9,55,22,40,54,47,64,23,38,79,67,35,55,33,51,39,53,0
9,31,41,61,62,70,43,49,72,70,81,57,90,49,59,50,53,0
9,52,63,44,49,68,75,90,69,65,76,36,54,67,54,33,42,1
9,76,49,70,55,62,28,56,49,44,41,29,78,40,36,45,42,1
9,38,31,53,35,61,68,58,66,27,43,29,57,16,46,52,59,1
9,52,35,44,63,27,15,38,49,29,66,75,42,44,51,57,44,1
9,55,27,44,39,38,68,66,65,53,65,62,43,76,70,43,81,0
9,49,34,46,63,18,40,30,64,39,73,75,43,51,38,64,41,0
9,37,48,78,39,58,39,63,72,35,64,47,44,15,57,30,53,1
9,21,27,41,25,44,68,36,42,53,45,35,44,37,42,78,62,0
9,56,30,52,52,84,52,73,58,54,55,62,33,39,62,23,56,1
9,55,28,69,43,35,27,57,42,63,67,67,69,33,66,42,34,1
9,47,34,53,47,21,17,47,58,78,57,32,59,43,35,43,54,0
9,41,44,82,70,51,45,51,38,42,45,18,46,22,63,48,52,0
9,66,58,49,35,71,42,73,41,60,53,80,57,57,92,45,76,1
9,61,32,74,46,69,66,35,52,35,87,72,67,52,64,58,69,0
9,19,63,36,30,53,43,25,48,49,54,64,45,35,77,30,45,0
9,41,67,62,62,44,56,85,45,17,49,64,41,47,60,57,36,1
9,51,30,25,69,53,39,55,44,62,65,55,55,59,19,59,62,0
9,50,24,58,37,34,69,45,37,48,18,55,53,56,66,63,66,0
9,37,39,60,35,65,21,38,37,53,25,47,78,43,47,61,62,0
9,52,58,29,44,56,56,16,57,57,65,39,38,81,43,64,56,0
9,39,51,48,37,78,38,55,63,47,72,66,39,55,73,59,88,0
9,43,70,70,76,63,32,68,52,74,25,48,44,53,63,38,58,0
9,46,82,45,61,46,54,52,34,59,57,75,76,33,69,78,63,0
9,42,65,47,72,67,81,43,54,47,28,38,51,47,46,54,80,1
9,70,57,43,59,33,56,80,53,60,60,28,26,50,64,44,50,1
9,55,32,56,64,80,44,41,54,49,18,44,51,27,58,57,47,1
9,69,35,42,40,58,54,58,27,53,52,43,26,17,16,32,52,0
9,23,50,20,31,24,33,34,66,67,51,52,20,35,28,55,53,0
9,40,48,53,40,68,27,43,20,34,59,64,54,58,53,31,76,0
9,47,36,54,64,71,81,38,54,26,37,46,58,49,70,49,25,1
9,20,55,26,33,33,64,22,45,53,43,31,23,67,49,52,65,0
9,66,72,61,55,75,59,42,89,53,23,60,50,57,61,65,69,1
9,33,45,46,71,35,40,16,52,60,65,51,41,46,50,78,33,0
9,34,44,58,54,64,59,80,39,70,45,32,33,27,53,65,42,0
9,70,29,41,51,50,34,42,24,29,58,66,49,53,75,40,53,0
9,57,48,47,51,38,47,90,55,41,88,59,68,71,53,74,67,1
9,59,77,66,68,72,29,56,67,41,56,43,53,37,76,67,36,1
9,42,76,91,55,60,64,66,71,53,43,54,47,46,43,89,59,1
9,59,43,68,91,46,70,62,68,39,65,70,45,74,48,37,61,1
9,80,48,51,53,67,66,34,44,51,58,71,88,69,76,39,63,0
9,49,31,56,45,34,41,28,70,47,68,60,53,71,34,33,64,1
9,48,35,43,37,57,23,56,67,77,61,42,51,77,48,41,47,0
9,54,47,50,66,22,27,56,29,47,52,75,49,40,79,38,50,0
9,65,44,78,70,38,69,74,48,43,58,37,67,64,25,55,56,0
9,57,23,62,71,43,61,61,61,76,41,43,75,61,84,66,74,0
9,39,38,32,38,50,70,31,22,35,40,66,77,42,35,45,48,0
9,35,56,58,30,58,73,35,45,78,67,79,56,43,42,59,44,0
9,55,60,35,68,51,59,67,86,48,56,65,78,31,43,45,40,1
9,57,65,73,85,53,74,56,37,42,72,40,58,64,59,27,54,1
9,73,61,57,34,55,75,65,38,31,52,58,46,27,47,49,73,1
9,33,57,46,59,28,58,71,57,17,54,47,33,62,47,23,53,1
9,46,51,29,52,26,20,59,38,37,27,59,44,64,71,55,45,1
9,69,46,29,30,27,50,55,50,48,83,33,44,65,61,54,52,0
9,16,38,62,21,19,49,40,39,46,39,70,20,35,45,62,44,0
9,67,73,41,73,46,40,50,64,44,28,35,37,48,78,43,57,1
9,57,36,44,43,81,63,35,53,48,50,90,52,70,55,53,62,0
9,67,41,62,41,52,41,65,27,53,22,18,44,50,43,24,59,1
9,50,52,18,50,34,16,34,31,33,57,69,39,51,40,39,25,1
9,69,49,52,22,72,41,50,47,43,27,67,33,24,42,54,37,1
9,51,62,66,63,74,40,46,33,56,42,39,27,56,68,41,28,1
9,37,35,25,54,23,62,37,20,59,34,55,43,63,48,54,18,1
9,44,47,16,39,38,19,60,36,72,25,48,54,62,35,44,47,0
9,39,47,44,64,30,31,16,49,56,42,71,38,29,61,68,40,0
9,53,43,43,58,32,73,30,37,46,77,51,70,30,67,44,65,0
9,50,37,44,50,49,67,82,50,53,63,87,69,52,61,45,86,0
9,39,79,45,77,58,63,62,80,67,61,50,58,60,35,70,26,1
9,81,56,74,68,44,62,56,37,31,30,81,51,51,53,52,43,0
9,42,39,71,57,27,46,52,66,61,30,50,67,51,55,83,69,0
9,51,41,34,25,28,55,44,69,55,77,46,49,77,51,31,50,1
9,76,60,53,39,76,43,42,54,33,69,65,26,31,53,39,44,1
9,40,53,63,49,35,54,22,63,62,46,24,47,28,21,36,28,1
9,35,68,30,39,36,38,60,24,62,62,72,46,52,27,39,44,0
9,72,56,53,63,35,38,75,76,53,34,51,76,51,58,51,24,1
9,61,54,27,76,57,61,75,45,69,52,39,49,56,56,16,49,1
9,59,36,38,22,46,56,65,62,37,30,33,49,64,33,15,50,1
9,47,47,43,56,44,31,77,36,19,36,25,43,62,41,52,30,1
10,25,57,68,64,50,56,37,51,19,41,41,48,43,61,54,24,1
10,42,64,48,41,17,55,26,44,64,46,71,39,39,73,49,38,0
10,41,46,45,46,22,24,51,70,53,66,51,44,26,69,52,65,0
10,55,28,51,50,59,54,82,58,53,69,66,51,57,98,60,65,0
10,53,39,57,30,16,47,32,25,78,45,44,38,31,61,46,37,0
10,31,53,66,45,67,67,36,59,63,47,48,48,92,72,73,71,0
10,47,47,31,36,38,32,22,72,30,33,53,60,62,75,59,44,1
10,73,46,60,68,36,47,49,77,51,28,46,37,75,60,43,37,0
10,67,59,42,43,48,82,55,40,68,85,80,54,38,60,59,62,0
10,32,66,56,34,38,65,61,43,67,61,44,81,35,74,53,66,0
10,69,22,25,43,40,34,22,33,43,41,62,32,61,48,56,17,0
10,44,65,45,61,48,62,89,77,43,57,46,65,60,73,55,23,1
10,58,92,64,63,65,54,42,55,42,42,41,33,75,64,56,58,1
10,65,44,83,52,34,48,54,66,68,33,51,47,48,59,30,26,1
10,66,63,68,34,29,38,42,43,86,44,71,67,46,53,44,45,0
10,78,57,76,52,50,32,59,47,63,47,53,35,47,51,15,64,1
10,66,25,53,62,45,74,40,55,40,36,28,71,23,45,38,58,0
10,41,56,66,32,69,74,60,42,83,59,49,58,85,62,69,44,0
10,52,41,86,63,65,37,60,60,59,54,44,55,27,60,59,26,1
